"","fvegHW90mask","bird90","mammal90","reptile90","aetfeb_90m","cwdfeb_90m","pptfeb_90m","pptdjf_90m","pptjja_90m","tmnfeb_90m","tmxfeb_90m","tmxjja_90m","tmndjf_90m","longitude","latitude"
"143",7,149,61,20,26.6389999389648,0,326.455291748047,322.004608154297,17.3159999847412,2.41799998283386,13.7747001647949,33.2421989440918,1.98389995098114,-189491.891648119,325577.12696676
"144",15,152,61,20,29.9610004425049,0,320.394287109375,318.370697021484,17.5946006774902,2.42129993438721,13.5247001647949,32.8002014160156,2.06620001792908,-188911.079173823,320443.604062513
"145",15,146,41,15,32.9902992248535,0,118.343299865723,124.589599609375,6.46880006790161,4.54370021820068,15.6859998703003,34.5075988769531,3.49830007553101,-200101.37382531,241451.248462475
"146",7,154,61,20,28.8719997406006,0,312.597991943359,309.893798828125,15.487099647522,2.40400004386902,14.168999671936,33.2537994384766,2.07480001449585,-189961.075792219,319383.658933138
"147",7,180,63,18,11.8730001449585,0,100.233703613281,106.530899047852,13.0256004333496,-1.42630004882812,9.7923002243042,28.9916000366211,-2.20129990577698,-202512.004687553,384198.630172017
"148",15,149,62,20,27.3246994018555,0,334.278686523438,322.878692626953,17.6763000488281,1.93669998645782,13.1850004196167,32.779598236084,1.58790004253387,-189802.151647901,327312.129892372
"149",15,149,62,20,27.1919994354248,0,331.229705810547,322.023101806641,17.4932994842529,2.11330008506775,13.3566999435425,32.9030990600586,1.69439995288849,-189323.508990559,327381.819095742
"150",7,156,59,20,28.0450000762939,0,304.36669921875,303.82958984375,12.9727001190186,2.85170006752014,13.8520002365112,33.1892013549805,2.68630003929138,-195807.332530741,311551.81240546
"151",15,147,43,16,31.2882995605469,0,131.821304321289,139.369903564453,8.44130039215088,4.02799987792969,15.6766996383667,34.7196998596191,2.90879988670349,-192289.908228788,274682.450122077
"152",2,149,54,20,31.1707000732422,0.0533000007271767,199.615005493164,203.983993530273,10.9472999572754,4.26469993591309,15.7270002365112,34.7928009033203,3.53830003738403,-207087.292463492,290662.015586207
"153",15,163,44,17,31.0750007629395,0,137.147003173828,151.322296142578,9.23840045928955,4.35300016403198,15.3147001266479,34.4042015075684,3.48909997940063,-182197.676457198,280566.383517693
"154",15,149,62,20,26.4906997680664,0,329.905303955078,320.484191894531,17.0112991333008,2.26300001144409,13.5843000411987,33.1212997436523,1.81760001182556,-189296.886880595,327093.510196298
"155",15,159,45,17,35.0707015991211,0,155.837295532227,149.436798095703,1.92809998989105,3.77530002593994,15.2777004241943,32.5438003540039,3.2846999168396,-182514.405417393,56582.4941797866
"156",2,179,39,13,41.5769996643066,0,122.900703430176,122.61499786377,1.49479997158051,5.00570011138916,16.2157001495361,33.4757995605469,4.0327000617981,-175474.9599616,37415.9390538135
"157",2,187,43,14,42.9933013916016,0,129.746307373047,128.366195678711,1.73889994621277,6.13299989700317,16.3806991577148,28.9192008972168,5.20679998397827,-191689.761421499,21268.0111807734
"158",7,164,53,17,41.1067008972168,0,264.61669921875,285.076690673828,3.57879996299744,4.9407000541687,15.1072998046875,27.363899230957,4.4109001159668,-261895.088144952,62498.325349974
"159",15,177,45,15,39.8123016357422,0,198.711700439453,202.842407226562,3.02369999885559,5.15170001983643,15.4809999465942,30.7992992401123,4.66400003433228,-221853.209574503,39284.3713840563
"160",15,171,54,17,39.9016990661621,0,218.22770690918,224.608001708984,2.55460000038147,4.56629991531372,15.960000038147,27.656099319458,3.87190008163452,-251601.813149838,44558.6040034126
"161",5,176,45,15,41.244701385498,0,150.917297363281,148.076904296875,2.37660002708435,4.52699995040894,17.003999710083,30.3959007263184,3.65840005874634,-217136.755901049,34356.4404250355
"162",15,174,46,15,40.3396987915039,0,192.021697998047,202.380706787109,3.43720006942749,5.40999984741211,15.8570003509521,27.5536994934082,4.82289981842041,-230171.464321962,45936.1884570108
"163",15,161,60,19,20.5102996826172,0,131.925704956055,144.979400634766,10.3563003540039,0.176300004124641,11.8529996871948,31.7637996673584,-0.142100006341934,-235479.920753418,303556.992375472
"164",9,159,60,19,NA,NA,130.432693481445,143.992004394531,9.86559963226318,0.445699989795685,12.3233003616333,32.103401184082,0.155399993062019,-237196.777682312,305224.842457209
"165",7,161,60,19,23.3400001525879,0,131.526306152344,144.512298583984,9.77579975128174,0.421700000762939,12.0543003082275,32.0842018127441,0.14020000398159,-236997.225125548,306797.224829723
"166",7,149,61,19,20.065299987793,0,138.822692871094,158.410293579102,10.3171997070312,0.156000003218651,11.6522998809814,31.6252002716064,-0.0527999997138977,-246262.115673662,299459.286242841
"167",7,149,61,19,22.9883003234863,0,140.651000976562,159.993804931641,9.27299976348877,0.636300027370453,12.3090000152588,32.3970985412598,0.325100004673004,-249547.469455629,296297.33458474
"168",7,147,63,19,14.7252998352051,0,147.307006835938,174.578094482422,9.11439990997314,-1.36769998073578,10.0817003250122,29.9733009338379,-1.70070004463196,-257621.077623944,288969.699688003
"169",9,161,60,19,18.4500007629395,0,134.124694824219,151.732192993164,9.31779956817627,-0.0976999998092651,10.8107004165649,31.2376003265381,-0.375299990177155,-234536.847657679,309886.813005444
"170",15,160,60,19,NA,NA,135.890701293945,154.165603637695,8.76529979705811,0.265300005674362,11.1536998748779,31.8661003112793,0.0342000015079975,-233902.211306252,311193.226027808
"171",7,139,64,18,22.9253005981445,0,142.404693603516,165.654403686523,9.47299957275391,0.977699995040894,12.3687000274658,32.8347015380859,0.589800000190735,-264207.316373075,311914.07268744
"172",7,140,63,18,24.0697002410889,0,140.225006103516,164.932006835938,8.99989986419678,1.51730000972748,13.3203001022339,33.6446990966797,1.15369999408722,-270808.014641184,307130.547949379
"173",15,170,44,18,41.8546981811523,0,140.451995849609,142.030700683594,3.45589995384216,3.90070009231567,14.7836999893188,32.6362991333008,3.00119996070862,-58484.8876964856,5920.34183946298
"174",15,142,55,20,38.3199996948242,0.0403000004589558,156.052703857422,158.72380065918,3.85610008239746,1.79530000686646,13.7552995681763,31.9668998718262,1.2833000421524,-34885.7331334194,2533.8433580189
"175",15,121,59,18,22.19700050354,0,149.830703735352,149.459594726562,8.73830032348633,-1.14699995517731,10.519700050354,27.886999130249,-1.394700050354,18594.5693825243,-6889.95130224619
"176",8,186,48,21,58.681999206543,10.3413000106812,117.291000366211,96.2276992797852,0.819100022315979,6.59730005264282,18.7590007781982,26.3516006469727,6.2121000289917,71178.3669395017,-413303.577916129
"177",5,194,50,20,NA,NA,95.7519989013672,77.3833999633789,0.787899971008301,8.7519998550415,18.8103008270264,23.1678009033203,8.58310031890869,90992.322205136,-437744.878669063
"178",2,144,46,17,38.6012992858887,0,119.447998046875,121.487602233887,2.4818000793457,4.05700016021729,14.4746999740601,32.2186012268066,3.57870006561279,-194488.854841785,92722.5480787139
"179",9,133,56,19,32.5449981689453,0,242.496002197266,263.893890380859,7.72429990768433,2.27729988098145,14.1597003936768,32.2050018310547,1.60259997844696,-95326.4261335537,157404.224672966
