"","fvegHW90mask","bird90","mammal90","reptile90","aetjun_90m","cwdjun_90m","pptjun_90m","pptdjf_90m","pptjja_90m","tmnjun_90m","tmxjun_90m","tmxjja_90m","tmndjf_90m","longitude","latitude"
"29",7,158,54,19,26.4172992706299,136.929306030273,13.5909996032715,233.11799621582,5.80819988250732,10.3920001983643,27.1480007171631,30.1177005767822,2.55259990692139,-258453.330789403,147183.589665459
"30",5,158,50,17,1.59500002861023,162.638305664062,1.59500002861023,75.2001037597656,1.06019997596741,16.1067008972168,25.1427001953125,26.8999996185303,9.3922004699707,156757.785829983,-439516.504627664
"31",5,176,50,19,2.12630009651184,153.773696899414,2.12630009651184,101.124603271484,1.3264000415802,14.4042997360229,23.7173004150391,25.8687992095947,9.86779975891113,133874.652147692,-438831.392779804
"32",15,173,49,19,2.11770009994507,152.312301635742,2.11770009994507,84.8917999267578,1.28120005130768,14.8100004196167,21.8542995452881,23.3682994842529,9.87909984588623,132976.311209682,-439865.751384224
"33",15,198,42,14,3.80769991874695,162.205703735352,3.80769991874695,160.253997802734,1.72720003128052,11.5806999206543,24.8132991790771,25.6991004943848,5.64300012588501,-218930.23313721,2064.3874508366
"34",5,198,54,15,6.0939998626709,148.749298095703,5.89029979705811,139.645599365234,2.41659998893738,11.1183004379272,18.6263008117676,19.1616992950439,6.89169979095459,-237061.289606904,-9284.92943365406
"35",5,198,54,15,NA,NA,5.57329988479614,134.151992797852,2.4070999622345,11.2132997512817,18.3229999542236,18.6490993499756,6.85920000076294,-236178.386642109,-9128.98045756808
"36",5,195,53,15,12.8816995620728,150.631698608398,8.12800025939941,170.678802490234,3.20440006256104,10.7397003173828,22.4053001403809,22.9225997924805,5.40019989013672,-245173.493278888,6308.3583079949
"37",15,161,45,17,5.26100015640259,174.465698242188,3.80229997634888,144.650894165039,1.74080002307892,12.5457000732422,30.4629993438721,32.6790008544922,2.83899998664856,-187183.338669791,55089.2468842166
"38",15,172,47,17,26.4666996002197,151.38330078125,5.80970001220703,190.159194946289,2.55590009689331,11.2419996261597,29.7462997436523,31.57200050354,3.67190003395081,-219652.010490347,62266.3838165672
"39",15,170,48,19,17.3862991333008,166.600296020508,12.9486999511719,160.720794677734,5.47200012207031,13.9079999923706,31.305700302124,34.2291984558105,3.67510008811951,-103044.89401206,142575.048549413
"40",15,170,48,18,118.532997131348,66.3803024291992,13.1149997711182,158.631607055664,5.54330015182495,14.1660003662109,31.6912994384766,34.5821990966797,3.85809993743896,-104073.330652259,143032.647023085
"41",15,170,50,18,19.7562999725342,162.367004394531,12.7903003692627,163.354797363281,5.28630018234253,14.1330003738403,31.0923004150391,33.9779014587402,3.77909994125366,-106774.416825958,141444.83819377
"42",2,140,55,22,109.985000610352,71.7949981689453,15.3999996185303,206.435195922852,6.55830001831055,12.8636999130249,28.3512992858887,31.1499996185303,2.00570011138916,-81840.1574818384,121479.367192432
"43",15,139,55,22,17.0412998199463,163.435302734375,15.1300001144409,203.739807128906,6.44540023803711,12.8409996032715,28.9153003692627,31.7028999328613,2.19519996643066,-81462.7439419576,121982.430457061
"44",15,139,55,22,19.6676998138428,157.282302856445,10.8452997207642,159.949005126953,4.4539999961853,12.9013004302979,28.3843002319336,31.3078002929688,2.60369992256165,-82407.8714252487,106074.247142129
"45",8,183,50,20,10.4343004226685,158.518997192383,7.87900018692017,192.204803466797,3.89669990539551,10.5069999694824,24.7707004547119,26.8603992462158,5.52269983291626,-198722.346763466,-70499.1666583065
"46",15,184,48,18,4.12799978256226,168.725296020508,4.12799978256226,147.703903198242,1.72220003604889,9.68099975585938,29.0622997283936,30.8118000030518,4.01030015945435,-196875.365271359,-65316.6516014012
"47",7,187,50,19,15.6049995422363,151.471694946289,10.0543003082275,205.469696044922,4.97480010986328,11.4607000350952,24.2227001190186,26.5466003417969,6.16629981994629,-197400.167355858,-85763.6912763715
"48",15,191,46,21,2.7393000125885,160.400695800781,2.7393000125885,151.697204589844,1.26629996299744,12.1097002029419,23.3777008056641,25.858699798584,7.40630006790161,37530.9672178708,-395656.082822212
"49",2,184,50,20,10.9173002243042,154.606002807617,9.16800022125244,187.166107177734,4.0398998260498,11.2930002212524,22.9750003814697,25.2171993255615,5.8983998298645,-192538.692341689,-74757.5486926669
"50",2,149,45,25,5.62900018692017,161.091003417969,1.57529997825623,112.318603515625,0.658900022506714,10.9013004302979,26.5783004760742,28.2604007720947,4.30819988250732,-141931.838907426,-93305.3188479813
"51",8,186,49,19,54.4873008728027,112.649299621582,6.2846999168396,235.976593017578,2.87890005111694,10.4372997283936,24.7303009033203,26.5382995605469,5.37069988250732,-184694.445042566,-109012.210242408
"52",8,186,49,19,54.4873008728027,112.649299621582,6.2846999168396,235.976593017578,2.87890005111694,10.4372997283936,24.7303009033203,26.5382995605469,5.37069988250732,-184694.533871187,-109012.208294329
"53",15,174,46,15,5.77430009841919,165.348999023438,5.77430009841919,169.436294555664,2.63220000267029,11.0787000656128,26.5212993621826,27.7320003509521,4.01999998092651,-231239.015365265,51217.9817742268
"54",7,164,53,17,19.028299331665,149.951705932617,7.40570020675659,285.076690673828,3.57879996299744,10.5819997787476,26.1690006256104,27.363899230957,4.4109001159668,-261895.088144952,62498.325349974
"55",15,177,45,15,85.492301940918,88.7677001953125,6.70499992370605,202.842407226562,3.02369999885559,10.7543001174927,28.8910007476807,30.7992992401123,4.66400003433228,-221853.209574503,39284.3713840563
"56",15,176,45,15,6.36770009994507,168.082305908203,6.36770009994507,199.119598388672,2.86019992828369,10.8610000610352,28.7992992401123,30.7703990936279,4.48000001907349,-221833.002641596,39907.6787594808
"57",15,177,45,15,6.92600011825562,165.117294311523,6.92600011825562,212.105194091797,3.10459995269775,10.7670001983643,28.3087005615234,30.3789005279541,4.44129991531372,-221210.273366344,37854.8780750427
"58",15,177,45,15,89.8960037231445,83.4272994995117,7.01370000839233,211.07470703125,3.14669990539551,10.5629997253418,28.9083003997803,30.8449993133545,4.94579982757568,-222114.406158051,39313.6201889552
"59",8,177,45,15,57.9850006103516,115.158302307129,7.37729978561401,215.301803588867,3.27360010147095,10.6296997070312,28.9790000915527,30.9204006195068,5.00339984893799,-222376.198477293,39320.6526354323
"60",7,142,64,18,28.4699993133545,118.766700744629,19.4209995269775,250.999206542969,11.4558000564575,9.21700000762939,28.2696990966797,31.6882991790771,1.86909997463226,-302063.059753075,328178.795654089
"61",15,145,47,17,5.7367000579834,169.826705932617,5.7367000579834,118.684799194336,2.46000003814697,12.8680000305176,31.3917007446289,33.6268005371094,1.85689997673035,-200337.183960562,101557.498910367
"62",2,144,46,17,5.66200017929077,171.664703369141,5.66200017929077,121.487602233887,2.4818000793457,12.7040004730225,29.9619998931885,32.2186012268066,3.57870006561279,-194488.854841785,92722.5480787139
"63",15,170,48,18,16.1877002716064,164.845703125,12.5853004455566,161.628601074219,5.25979995727539,13.7709999084473,30.104700088501,32.9353981018066,3.70740008354187,-115505.854664185,145775.896911721
"64",15,167,50,18,128.676300048828,51.630298614502,12.0507001876831,161.845199584961,5.05770015716553,14.1106996536255,30.5230007171631,33.3005981445312,3.8561999797821,-109022.388485936,140941.038883916
