"","fvegHW90mask","bird90","mammal90","reptile90","aetjan_90m","cwdjan_90m","pptjan_90m","pptdjf_90m","pptjja_90m","tmnjan_90m","tmxjan_90m","tmxjja_90m","tmndjf_90m","longitude","latitude"
"148",15,146,43,16,18.1979999542236,0,158.981002807617,151.90510559082,9.66639995574951,2.54069995880127,13.0747003555298,35.0213012695312,3.01110005378723,-198578.225321042,277764.967441236
"149",15,151,46,16,20.2516994476318,0,204.807006835938,200.934097290039,10.1386995315552,3.53430008888245,13.3496999740601,35.5446014404297,3.9349000453949,-202073.820938358,290141.865269094
"150",15,153,44,16,19.0342998504639,0,200.035293579102,198.439895629883,10.5804004669189,3.20770001411438,13.2243003845215,35.0620994567871,3.57599997520447,-196046.805492192,292008.619216123
"151",15,169,47,18,18.9860000610352,0,144.453704833984,134.147705078125,8.23200035095215,3.13369989395142,12.4022998809814,34.4987983703613,3.36870002746582,-169354.87843407,269973.711546252
"152",7,119,56,18,11.1533002853394,0,265.920013427734,274.634399414062,10.5057001113892,-0.985700011253357,10.1763000488281,30.6093997955322,-0.773899972438812,-78319.101628082,169661.682601741
"153",15,173,46,15,28.0167007446289,0.357699990272522,119.452697753906,119.25520324707,1.65409994125366,3.80900001525879,13.2383003234863,32.0684013366699,4.2318000793457,-186489.377548459,26217.2641257942
"154",15,174,46,15,25.4659996032715,0,169.002304077148,169.436294555664,2.63220000267029,3.68899989128113,14.0410003662109,27.7320003509521,4.01999998092651,-231239.015365265,51217.9817742268
"155",2,187,50,15,25.5956993103027,0.0533000007271767,172.563003540039,166.479705810547,2.83229994773865,4.03770017623901,13.9099998474121,18.8733997344971,4.27810001373291,-267195.776449246,36186.8654404595
"156",15,177,45,15,26.6287002563477,0,203.722305297852,202.842407226562,3.02369999885559,4.47200012207031,13.2426996231079,30.7992992401123,4.66400003433228,-221853.209574503,39284.3713840563
"157",15,142,45,24,25.136999130249,0.216000005602837,76.0503005981445,73.4430999755859,0.995999991893768,2.65669989585876,13.2193002700806,32.3238983154297,3.44970011711121,-121152.623360915,-65375.1702999366
"158",15,147,46,25,24.7973003387451,0.207000002264977,75.6240005493164,73.2786026000977,0.997200012207031,2.01029992103577,13.2982997894287,32.5127983093262,2.94039988517761,-122059.415961833,-65128.5404375214
"159",15,142,45,24,25.136999130249,0.216000005602837,76.0503005981445,73.4430999755859,0.995999991893768,2.65669989585876,13.2193002700806,32.3238983154297,3.44970011711121,-121178.973099022,-65363.671720827
"160",15,147,46,25,24.7973003387451,0.207000002264977,75.6240005493164,73.2786026000977,0.997099995613098,2.00830006599426,13.2982997894287,32.5127983093262,2.93910002708435,-122094.76226272,-65128.0253906571
"161",7,161,60,19,11.1339998245239,0,142.292694091797,145.022705078125,9.77490043640137,0.0399999991059303,8.62370014190674,31.9141998291016,0.058899998664856,-237129.570269817,306808.918498243
"162",15,124,59,19,37.0180015563965,0.287000000476837,134.802993774414,122.22989654541,6.31059980392456,2.53870010375977,13.7557001113892,33.3137016296387,2.93099999427795,107298.31085712,-166085.712047005
"163",15,123,58,18,11.0283002853394,0,177.278701782227,162.538604736328,9.36110019683838,-1.94200003147125,8.50300025939941,27.9027004241943,-1.853600025177,108374.359409628,-162799.901358343
"164",15,142,55,20,25.6979999542236,0.0529999993741512,171.889694213867,157.541305541992,3.73370003700256,1.24000000953674,12.4042997360229,32.1478996276855,1.47130000591278,-35085.6983264228,2299.01017116848
"165",15,145,57,20,25.7362995147705,0.0276999995112419,178.300003051758,165.56120300293,4.06160020828247,0.820699989795685,12.2777004241943,31.5596008300781,1.03390002250671,-28838.7388476629,-812.129828387871
"166",15,135,60,16,14.2672996520996,0,193.211700439453,186.521392822266,6.17290019989014,-0.828000009059906,9.84869956970215,29.1711006164551,-0.834800004959106,-18376.5733033411,5178.95267567504
"167",7,133,60,16,14.6522998809814,0,192.630996704102,186.407592773438,5.93090009689331,-0.6942999958992,10.3706998825073,29.8651008605957,-0.601999998092651,-19080.8116217395,5675.23172932072
"168",7,139,58,20,17.9813003540039,0,195.719696044922,188.425598144531,5.74440002441406,0.0520000010728836,10.0532999038696,29.4859008789062,0.120399996638298,-23997.1071034082,5687.97901119106
"169",15,142,55,20,25.7110004425049,0.0560000017285347,170.266693115234,155.899002075195,3.6554000377655,1.37670004367828,12.4709997177124,32.2636985778809,1.62929999828339,-34975.8647686419,1945.03460605955
"170",15,142,55,20,25.4943008422852,0.0390000008046627,173.055999755859,158.72380065918,3.85610008239746,1.06169998645782,12.4103002548218,31.9668998718262,1.2833000421524,-34885.7331334194,2533.8433580189
"171",15,166,48,18,29.9237003326416,0.393999993801117,139.961303710938,122.96019744873,2.99920010566711,2.69530010223389,13.5873003005981,33.9533004760742,3.16359996795654,-44561.0904190797,-3700.91129125794
"172",15,146,47,24,33.891300201416,0.493699997663498,115.770301818848,112.76490020752,1.48500001430511,5.08169984817505,13.1022996902466,28.8591003417969,5.40420007705688,-124349.487686489,-108285.097533638
"173",8,186,48,21,50.2620010375977,8.11800003051758,106.655296325684,96.2276992797852,0.819100022315979,6.28900003433228,18.7630004882812,26.3516006469727,6.2121000289917,71178.3669395017,-413303.577916129
"174",5,185,50,19,47.4339981079102,8.51270008087158,85.3676986694336,81.1080017089844,0.780099987983704,6.82670021057129,19.0249996185303,23.2714004516602,6.8814001083374,70437.2776386589,-416595.091748525
"175",15,157,49,24,47.9682998657227,2.59770011901855,154.683700561523,140.030899047852,1.33290004730225,4.0883002281189,18.0270004272461,32.0612983703613,3.8118999004364,66472.8365100182,-389160.634430752
"176",8,156,51,24,34.2249984741211,0.442299991846085,140.650299072266,128.125701904297,1.02100002765656,0.148699998855591,14.2166996002197,29.8353996276855,0.319400012493134,76710.5033413336,-383665.280473229
"177",15,146,47,17,19.1380004882812,0,124.236701965332,118.42130279541,2.48090004920959,2.12569999694824,13.1382999420166,32.9253997802734,2.41939997673035,-201375.535701944,102327.815767926
"178",2,144,46,17,24.7437000274658,0.0957000032067299,123.587303161621,121.487602233887,2.4818000793457,3.36129999160767,12.4910001754761,32.2186012268066,3.57870006561279,-194488.854841785,92722.5480787139
"179",15,141,56,19,21.5312995910645,0,281.709014892578,289.623809814453,8.36699962615967,1.09630000591278,12.6597003936768,31.5044002532959,1.2039999961853,-99355.0730415337,157510.543979183
"180",7,137,57,19,21.8206996917725,0,236.795303344727,241.149795532227,7.14480018615723,1.65869998931885,12.6789999008179,32.6374015808105,1.94630002975464,-94240.2097216972,153449.043307035
"181",7,141,57,19,21.9230003356934,0,267.214691162109,273.296203613281,7.98659992218018,1.36329996585846,12.9263000488281,31.7803993225098,1.47959995269775,-97501.1973296671,154265.300389488
"182",15,135,56,19,20.4456996917725,0,233.02099609375,237.738800048828,6.93230009078979,1.76999998092651,12.4567003250122,33.2167015075684,2.11209988594055,-93273.2850529513,153704.65368918
"183",15,143,56,22,19.1979999542236,0,238.248306274414,242.568603515625,7.13269996643066,1.37670004367828,12.0480003356934,30.7203998565674,1.60710000991821,-91754.3113590173,137972.631557865
"184",15,170,39,14,21.7653007507324,0,127.326698303223,119.671096801758,3.36019992828369,2.94099998474121,12.8687000274658,33.0139999389648,3.46440005302429,-153631.259813234,135460.940819754
