"","fvegHW90mask","bird90","mammal90","reptile90","aetapr_90m","cwdapr_90m","pptapr_90m","pptdjf_90m","pptjja_90m","tmnapr_90m","tmxapr_90m","tmxjja_90m","tmndjf_90m","longitude","latitude"
"143",7,189,50,19,115.699996948242,0,74.9136962890625,227.351593017578,2.38669991493225,5.76999998092651,20.7859992980957,27.5662994384766,3.26889991760254,-183240.992390463,-106882.155925505
"144",7,186,49,18,97.9509963989258,21.1222991943359,49.6057014465332,142.675201416016,1.68840003013611,6.54099988937378,21.2073001861572,24.8372993469238,4.62680006027222,-169160.057027727,-111161.854218094
"145",8,183,50,20,96.5007019042969,15.0026998519897,67.13330078125,192.204803466797,3.89669990539551,6.11299991607666,18.3553009033203,26.8603992462158,5.52269983291626,-198722.346763466,-70499.1666583065
"146",7,185,49,19,109.695999145508,7.62069988250732,69.4857025146484,202.532897949219,2.48819994926453,6.51070022583008,20.136999130249,24.8504009246826,4.71000003814697,-182255.806829877,-110855.339905269
"147",8,186,50,20,118.38330078125,0,79.4953002929688,247.696899414062,2.47519993782043,5.42530012130737,21.7926998138428,28.7702007293701,3.29520010948181,-183033.462509436,-101654.892890291
"148",15,188,50,20,117.793998718262,0.262699991464615,78.7539978027344,247.948303222656,2.48160004615784,5.70529985427856,22.0403003692627,28.9118995666504,3.23909997940063,-184817.021612745,-102005.047558364
"149",15,186,47,19,103.510696411133,7.72930002212524,60.4962997436523,162.973999023438,4.41340017318726,6.53630018234253,17.8962993621826,23.9829998016357,5.61189985275269,-205164.949958083,-91154.2205774337
"150",5,186,50,20,114.179000854492,1.5242999792099,71.8219985961914,215.149703979492,2.51900005340576,5.4229998588562,20.8840007781982,27.4286994934082,3.50119996070862,-180637.425275422,-105442.367862036
"151",2,186,47,19,103.510696411133,7.72930002212524,60.4962997436523,162.973999023438,4.41340017318726,6.53630018234253,17.8962993621826,23.9829998016357,5.61189985275269,-205189.625428176,-91147.7249742812
"152",15,145,47,17,89.8862991333008,20.5337009429932,31.6487007141113,116.098197937012,2.49110007286072,5.44369983673096,21.8490009307861,33.9875984191895,1.85759997367859,-202875.98843304,107178.903846409
"153",15,157,45,16,101.314697265625,8.53870010375977,71.640998840332,187.281600952148,10.2178001403809,7.99130010604858,21.9906997680664,34.9295997619629,3.44569993019104,-188765.397823258,293847.283625886
"154",15,145,58,19,102.375,2.10500001907349,114.069999694824,289.309692382812,13.7361001968384,6.73729991912842,20.5550003051758,34.2270011901855,2.22979998588562,-214231.259729069,289733.326999735
"155",15,149,62,20,101.700698852539,0,153.93229675293,322.023101806641,17.4932994842529,5.61399984359741,19.7549991607666,32.9030990600586,1.69439995288849,-189323.508990559,327381.819095742
"156",7,154,61,20,100.403701782227,5.50299978256226,140.854293823242,314.630401611328,16.494800567627,6.57499980926514,20.0646991729736,33.2207984924316,2.24000000953674,-188691.268171085,319822.159041665
"157",7,154,61,20,101.712303161621,5.11100006103516,135.351303100586,309.893798828125,15.487099647522,6.625,20.132999420166,33.2537994384766,2.07480001449585,-189961.075792219,319383.658933138
"158",15,152,61,20,NA,NA,149.156295776367,323.098388671875,18.1144008636475,6.52199983596802,19.9803009033203,33.1048011779785,2.3808000087738,-187694.823591609,321340.983446187
"159",15,156,60,20,99.7789993286133,6.80100011825562,132.529693603516,306.033905029297,13.5832996368408,7.13700008392334,20.0259990692139,33.1898002624512,2.56719994544983,-195643.12693351,311912.918409109
"160",15,156,59,19,81.4702987670898,6.79930019378662,107.084297180176,239.910400390625,13.9489002227783,3.11299991607666,17.8859996795654,31.2812995910645,-0.485599994659424,-225712.912031565,295165.091539626
"161",15,146,59,19,84.1603012084961,1.25469994544983,113.179000854492,255.834701538086,14.8471002578735,2.54130005836487,17.2040004730225,30.5468006134033,-1.09409999847412,-226308.440482765,294443.565802131
"162",15,156,59,19,94.9412994384766,7.51730012893677,99.5516967773438,228.575607299805,12.331000328064,4.95529985427856,20.0587005615234,33.7583999633789,1.31920003890991,-221962.712116845,296290.293700743
"163",15,149,62,20,96.8357009887695,3.94770002365112,152.677993774414,320.484191894531,17.0112991333008,5.82329988479614,19.9923000335693,33.1212997436523,1.81760001182556,-189296.886880595,327093.510196298
"164",15,155,59,19,87.1917037963867,13.7180004119873,93.4132995605469,206.69189453125,11.6373996734619,4.73629999160767,19.9237003326416,33.5251007080078,1.31169998645782,-223074.809136616,297261.939440526
"165",15,124,57,19,104.99870300293,0,122.973297119141,277.334289550781,9.18990039825439,3.71370005607605,19.5230007171631,31.2931995391846,0.308400005102158,-85266.6947832937,167241.489104008
"166",7,127,57,19,100.614303588867,0,124.486999511719,281.755615234375,9.35159969329834,3.34130001068115,18.451000213623,30.3486003875732,-0.0297999996691942,-88177.6182651799,166386.803768216
"167",15,125,57,19,90.5936965942383,11.7279996871948,121.315696716309,274.207214355469,8.94509983062744,3.54900002479553,19.2313003540039,31.0809001922607,0.070200003683567,-87121.9226905412,167149.994936551
"168",15,140,62,17,86.3233032226562,0.0776999965310097,33.7612991333008,85.1267013549805,14.914999961853,1.98529994487762,17.1966991424561,30.5042991638184,-2.52300000190735,-222996.852072954,414197.641709358
"169",7,137,63,17,74.4602966308594,0,37.8773002624512,105.771102905273,11.5712003707886,2.01929998397827,18.0186996459961,30.9533996582031,-2.02320003509521,-256867.570378175,406016.597572822
"170",15,176,45,15,69.8639984130859,44.7826995849609,57.7610015869141,199.119598388672,2.86019992828369,6.96199989318848,21.1177005767822,30.7703990936279,4.48000001907349,-221833.002641596,39907.6787594808
"171",15,147,46,25,62.3639984130859,47.399299621582,24.3966999053955,73.2786026000977,0.997200012207031,5.72800016403198,20.2490005493164,32.5127983093262,2.94039988517761,-122059.415961833,-65128.5404375214
"172",15,142,45,24,63.5093002319336,44.6972999572754,24.5639991760254,73.4430999755859,0.995999991893768,6.0036997795105,20.0622997283936,32.3238983154297,3.44970011711121,-121152.623360915,-65375.1702999366
"173",8,142,62,17,89.3619995117188,1.08369994163513,115.941703796387,242.685104370117,19.9120998382568,2.37100005149841,18.9950008392334,32.5306015014648,-1.02400004863739,-227392.283452531,341958.278484566
"174",15,149,61,19,85.4913024902344,8.86900043487549,61.9863014221191,159.611694335938,9.36130046844482,2.68799996376038,19.0400009155273,32.298900604248,0.358999997377396,-248792.091628943,297729.037002807
"175",7,149,61,19,79.4690017700195,13.4786996841431,61.6753005981445,159.993804931641,9.27299976348877,2.69530010223389,19.1483001708984,32.3970985412598,0.325100004673004,-249550.171371336,296308.41596379
"176",15,121,59,18,NA,NA,83.6632995605469,149.833602905273,8.4734001159668,3.45530009269714,16.8173007965088,28.6389007568359,-0.647800028324127,18472.6552240528,-7312.65788515285
"177",2,144,46,17,66.5199966430664,44.5800018310547,34.1967010498047,121.487602233887,2.4818000793457,6.2996997833252,20.4300003051758,32.2186012268066,3.57870006561279,-194488.854841785,92722.5480787139
"178",15,146,47,17,72.9626998901367,33.6273002624512,32.5209999084473,118.42130279541,2.48090004920959,5.86429977416992,21.3052997589111,32.9253997802734,2.41939997673035,-201375.535701944,102327.815767926
"179",15,135,56,19,112.923301696777,0,106.24870300293,237.738800048828,6.93230009078979,5.63269996643066,20.4020004272461,33.2167015075684,2.11209988594055,-93271.7606807948,153837.996729089
"180",15,141,56,19,110.211700439453,0,126.916297912598,289.623809814453,8.36699962615967,4.5479998588562,18.8222999572754,31.5044002532959,1.2039999961853,-99355.0730415337,157510.543979183
