"","fvegHW90mask","bird90","mammal90","reptile90","aetmar_90m","cwdmar_90m","pptmar_90m","pptdjf_90m","pptjja_90m","tmnmar_90m","tmxmar_90m","tmxjja_90m","tmndjf_90m","longitude","latitude"
"113",15,142,56,22,67.3963012695312,0,188.307693481445,210.918106079102,6.59619998931885,4.58529996871948,16.9983005523682,32.82080078125,2.69219994544983,-94380.2363864714,142370.33635597
"114",15,132,57,20,63.7299995422363,0,219.770294189453,254.240097045898,7.76200008392334,2.9407000541687,16.4253005981445,31.5750999450684,1.00119996070862,-85008.6362573797,146468.428257254
"115",9,169,48,19,75.0419998168945,0,141.669006347656,160.768798828125,5.4717001914978,5.89499998092651,18.682300567627,34.2430992126465,3.68199992179871,-102744.968658081,142574.160929957
"116",7,124,58,20,55.1829986572266,0,236.169296264648,271.951110839844,8.59259986877441,1.19930005073547,13.9980001449585,29.5261993408203,-0.294800013303757,-79086.905889492,150498.667890671
"117",7,140,56,22,63.2167015075684,0,214.10400390625,244.929901123047,7.16309976577759,2.62069988250732,14.6323003768921,29.6618003845215,0.683200001716614,-90275.4435677586,132420.19785158
"118",2,168,48,19,75.9152984619141,0,144.928695678711,164.326705932617,5.625,5.77869987487793,18.5139999389648,34.0509986877441,3.57100009918213,-102744.921144844,142577.939110746
"119",11,167,33,10,74.0102996826172,0.146300002932549,61.0750007629395,84.1229019165039,2.6793999671936,6.49469995498657,19.3939990997314,33.5882987976074,3.77500009536743,-181673.434458247,134557.200896267
"120",5,191,54,24,56.1160011291504,52.3973007202148,45.0579986572266,55.0220985412598,1.03620004653931,9.52200031280518,19.7873001098633,24.2959995269775,7.93340015411377,202528.610127484,-492132.636478003
"121",8,193,54,26,63.0349998474121,46.5182991027832,61.7120018005371,64.8732986450195,1.76789999008179,8.95330047607422,19.8010005950928,25.724100112915,7.75540018081665,234202.021707202,-516807.272633051
"122",2,191,54,24,57.4900016784668,50.3800010681152,46.3362998962402,56.3202018737793,1.02530002593994,9.19900035858154,20.1380004882812,25.4367008209229,7.86159992218018,202757.872908671,-492299.469569618
"123",15,140,54,22,71.0896987915039,0,150.651000976562,162.921005249023,4.5366997718811,4.86600017547607,16.628999710083,31.5083999633789,2.86339998245239,-82822.3410939433,107380.004979067
"124",15,143,52,22,69.2953033447266,7.57800006866455,139.628997802734,150.158401489258,3.89580011367798,6.43200016021729,17.676700592041,32.989200592041,3.92899990081787,-89748.7414037166,100629.12626164
"125",7,143,52,22,77.3767013549805,0,140.130294799805,150.412994384766,3.94199991226196,6.26100015640259,17.5907001495361,32.8520011901855,3.79570007324219,-89958.1780849251,100884.850481407
"126",7,141,54,22,73.1220016479492,0,141.093307495117,152.250900268555,4.01070022583008,5.17729997634888,16.6912994384766,31.7236003875732,2.84980010986328,-86099.1902670968,103266.633053308
"127",5,161,61,33,80.3016967773438,29.2700004577637,69.6567001342773,77.2684020996094,4.93860006332397,5.68569993972778,20.3297004699707,34.2029991149902,4.25790023803711,288831.909601077,-449726.779072289
"128",15,152,58,37,76.0879974365234,17.4067001342773,84.0542984008789,89.6223983764648,9.31770038604736,3.14630007743835,17.7987003326416,31.8612995147705,2.06410002708435,291426.053738256,-458185.536206844
"129",15,170,55,31,72.109001159668,37.9177017211914,59.3997001647949,83.4700012207031,2.28889989852905,8.45269966125488,19.3209991455078,31.5531997680664,7.44509983062744,253024.160286554,-494203.448071509
"130",8,172,55,31,51.2352981567383,54.9080009460449,49.910701751709,66.8876037597656,1.18879997730255,6.80569982528687,20.9073009490967,34.5822982788086,5.49529981613159,241351.308423121,-479329.350850233
"131",8,177,55,30,60.7462997436523,49.1603012084961,48.8553009033203,65.6146011352539,1.94179999828339,7.36829996109009,21.2686996459961,33.0518989562988,5.91079998016357,231413.61584401,-461260.967179749
"132",15,170,55,31,72.7639999389648,36.5559997558594,59.3013000488281,83.5419998168945,2.26640009880066,8.41030025482178,19.3810005187988,31.6529006958008,7.417799949646,253265.843665217,-494590.222777359
"133",15,170,55,31,58.4679985046387,50.5387001037598,53.4560012817383,76.8227996826172,2.23699998855591,7.91099977493286,19.6700000762939,32.1189002990723,6.92799997329712,253399.373633198,-492445.845245713
