Record,fvegHW90mask,aet_90m,cwd_90m,ppt_90m,pptdjf_90m,pptjja_90m,tmn_90m,tmx_90m,tmxjja_90m,tmndjf_90m,longitude,latitude
14157,3,119.8600006,1413.83667,126.3300018,20.7140007,4.365699768,9.236700058,26.20000076,36.94340134,1.38380003,248259.168,-358981.8425
1798,15,485.916687,438.4299927,1578.150024,277.0169067,12.3434,4.656700134,17.7833004,28.17020035,-0.658399999,-275203.2506,323171.1678
12043,8,210.3332977,968.8167114,359.4233093,68.42960358,3.90989995,6.536699772,18.85330009,29.20179939,-0.254000008,144081.6894,-272172.1331
160,2,520.7467041,438.2732849,1938.533325,303.1416016,25.12400055,7.416699886,16.46999931,20.10070038,4.608799934,-343007.3415,434175.1683
3143,7,542.6766968,536.4099731,1446.443359,255.9116974,9.570099831,6.643300056,21.02000046,30.23430061,2.890100002,-308251.0834,239948.1657
1831,8,299.0533142,478.6066895,1303.65332,226.4134064,15.57719994,3.306699991,14.57670021,25.02230072,-2.423399925,-252433.1107,320675.1742
9142,10,131.2266998,1259.856689,145.4266968,27.93770027,3.518699884,7.690000057,24.72669983,35.93709946,-0.927399993,165916.5379,-138246.9727
999,7,582.7399902,281.4667053,3270.176758,496.935791,46.36339951,6.206699848,18.23329926,26.47330093,1.2579,-319115.2518,375621.8032
8922,2,222.5632935,1006.463318,270.1832886,49.4552002,0.982800007,6.743299961,23.58670044,32.39199829,1.682399988,-96993.68052,-126354.1303
13373,8,272.9466858,1176.536743,316.5867004,55.6609993,0.86559999,8.523300171,24.04999924,33.4253006,2.989799976,4050.603711,-327117.1526
8502,3,144.2767029,958.460022,216.5366974,32.80739975,12.21759987,3.246700048,17.50670052,28.01059914,-5.143599987,180432.7344,-102896.1861
5900,5,435.2399902,873.4733276,512.6333008,93.65709686,2.344599962,9.523300171,23.3567009,32.68180084,4.425600052,-116654.0269,54288.41067
12316,8,355.0100098,941.8499756,656.3632813,127.4200974,1.538900018,5.136700153,24.20999908,31.66430092,1.11559999,-52950.47995,-282556.3319
13871,2,193.3833008,1155.126709,209.8733063,36.23040009,1.104599953,6.239999771,22.96999931,31.74570084,0.749599993,34902.33347,-347765.9718
9475,11,254.0800018,1149.283325,258.6932983,45.36859894,1.202800035,9.933300018,24.86000061,35.11090088,3.478600025,13360.36043,-154464.4923
1255,3,232.5966949,552.1500244,482.1000061,52.72710037,17.75779915,-0.400000006,14.80669975,25.54339981,-6.787899971,-22343.02102,357879.7358
10525,11,312.6932983,1119.293335,332.6966858,56.98109818,1.286800027,9.670000076,25.5,35.14260101,3.378099918,89525.16418,-203138.6702
12317,3,146.3000031,1340.016724,148.2200012,26.24580002,5.068900108,11.23330021,24.72999954,35.62369919,3.977799892,247742.0361,-282693.3087
7491,2,311.7366943,836.9033203,575.1367188,104.4748001,1.881199956,8.453300476,21.36000061,28.35569954,3.973799944,-147443.7774,-49979.28752
9954,7,183.0267029,384.480011,526.1433105,100.3526001,6.023700237,-4.656700134,9.75,18.09939957,-11.12129974,150132.9376,-177061.0388
11969,3,164.6566925,1328.09668,170.5,32.41519928,4.267199993,10.22669983,23.57329941,34.5381012,3.026299953,184991.6579,-268748.2665
3582,15,669.8366699,454.6900024,1798.959961,317.1420898,11.01910019,5.25330019,19.69330025,29.55559921,-0.037900001,-133873.8914,211007.1381
1260,7,486.1199951,515,1900.686646,326.2654114,18.48629951,4.039999962,17.37000084,27.94300079,-1.527899981,-192923.6189,357668.5497
