,fvegHW90mask,aet_90m,cwd_90m,ppt_90m,pptdjf_90m,pptjja_90m,tmn_90m,tmx_90m,tmxjja_90m,tmndjf_90m,longitude,latitude,long same,latt same,Both Same?
349,15,448.876709,793.9866943,802.789978,138.7550049,3.501699924,9.079999924,22.83329964,32.56380081,3.66869998,-77527.56235,87662.91817,0,0,0
381,15,448.876709,793.9866943,802.789978,138.7550049,3.501699924,9.079999924,22.83329964,32.56380081,3.66869998,-77525.81679,87664.01328,0,0,0
1052,7,390.2232971,643.0667114,999.4799805,172.0558014,8.281999588,1.863299966,19.55999947,30.72999954,-2.870599985,-76848.93134,217459.4993,0,0,0
140,15,346.9100037,953.3967285,549.2733154,93.25080109,2.450400114,9.800000191,23.69000053,33.87440109,4.288599968,-76180.44062,25432.96777,0,0,0
71,15,345.1733093,970.3666992,586.7166748,99.10500336,2.717099905,10,23.61669922,33.81280136,4.44299984,-75429.05597,29228.0745,0,0,0
116,15,376.8132935,923.4766846,686.4400024,117.9567032,2.770100117,9.413299561,23.17670059,33.2364006,3.947799921,-74905.20842,36422.57596,0,0,0
319,5,464.6766968,793.2332764,941.0032959,163.7203979,4.347599983,8.0333004,22.58329964,32.32910156,2.338700056,-73662.05789,74400.66302,0,0,0
1022,15,754.6867065,409.6199951,1419.533325,240.6589966,8.300000191,6.736700058,20.34329987,30.22710037,1.029899955,-73646.86584,129198.3186,0,0,0
910,7,582,524.4000244,1671.603271,281.1748962,8.81760025,6.256700039,18.19000053,27.45999908,0.891600013,-73435.16315,145542.648,0,0,0
322,15,564.5532837,682.9866943,1229.380005,206.3652954,6.248799801,8.619999886,21.27669907,31.11190033,2.856699944,-72685.45356,99324.39329,0,0,0
904,7,538.7866821,576.8933105,1642.956665,277.3848877,8.879099846,5.563300133,18.62999916,28.2227993,0.0438,-72495.26224,149422.8201,0,0,0
1670,7,372.623291,631.8433228,1623.473267,272.6513062,10.94760036,3.356699944,20.12000084,30.34189987,-1.348799944,-71013.83479,171771.9105,0,0,0
352,8,440.1133118,793.8800049,1115.599976,188.167099,6.190999985,7.789999962,21.80330086,31.40099907,1.989599943,-70913.88158,95489.68378,0,0,0
1021,15,560.7833252,576.5432739,1528.983276,260.0958862,8.775600433,6.596700191,19.18000031,28.81990051,0.91170001,-70043.39795,132667.6161,0,0,0
920,15,413.3233032,667.126709,1548.930054,265.9231873,8.164299965,4.75,20.37999916,30.16900063,-0.2192,-69831.87597,149325.1432,0,0,0
369,7,383.2333069,855.1967163,976.2233276,166.6819,5.315299988,8.023300171,22.20999908,32.04079819,2.202300072,-69425.7848,81082.30602,0,0,0
334,5,483.1632996,746.75,1351.530029,231.9197998,7.421299934,8.343299866,20.84000015,30.96590042,2.546000004,-68450.57026,101199.8216,0,0,0
1284,5,448.9233093,850.916687,518.5966797,101.5019989,1.189299941,8.659999847,20.90670013,23.41970062,5.629600048,-67548.9222,-298411.418,0,0,0
148,15,415.376709,836.3167114,682.9932861,117.1048965,3.034199953,8.453300476,24,33.97520065,2.92930007,-67090.10269,30678.66859,0,0,0
1289,15,350.4833069,885.6433105,851.4932861,166.2700043,1.377699971,7.989999771,21.05330086,25.75219917,4.570700169,-67083.7318,-288006.8862,0,0,0
336,8,468.5267029,724.9467163,1332.97998,226.8907928,7.381800175,8.503299713,21.04669952,31.03300095,2.718600035,-66765.42642,104022.5204,0,0,0
351,7,506.1499939,723.4432983,1354.786743,232.4152069,7.597799778,8.260000229,20.69330025,30.84840012,2.436800003,-66508.05503,98166.084,0,0,0
333,7,546.8967285,658.4266968,1386.123291,237.0496063,7.905700207,8.27670002,20.63999939,30.93880081,2.466300011,-66049.29981,103275.3528,0,0,0
932,7,372.8633118,639.2800293,1614.856689,273.4415894,8.869600296,4.043300152,19.65999985,29.62630081,-0.814100027,-64465.40132,149558.8306,0,0,0
142,15,476.5766907,770.2999878,702.2800293,120.5579987,3.004300117,8.149999619,24.05999947,34.06209946,2.680999994,-63712.80669,32509.15699,0,0,0
149,15,476.5766907,770.2999878,702.2800293,120.5579987,3.004300117,8.149999619,24.05999947,34.06209946,2.680999994,-63526.1908,32493.60495,0,0,0
124,15,381.2933044,888.8833008,707.2399902,124.6961975,2.982300043,8.640000343,23.68000031,33.67470169,3.166199923,-63225.29226,20799.46327,0,0,0
327,15,607.2166748,609.623291,1054.506714,177.9476013,6.948900223,7.963300228,21.77669907,31.65539932,2.090800047,-61634.50873,76802.96452,0,0,0
1279,5,301.3599854,1014.343323,460.1000061,90.1608963,2.907900095,6.456699848,23.32329941,30.18230057,2.529799938,-60792.39734,-280624.1264,0,0,0
53,15,618.5532837,688.6766968,939.4266968,159.2225952,4.638700008,9.263299942,22.19669914,31.94669914,3.395800114,-59566.79965,43050.16467,0,0,0
1869,15,399.5067139,841.539978,811.626709,142.0307007,3.455899954,8.710000038,22.65999985,32.63629913,3.001199961,-58484.8877,5920.341839,0,0,0
64,15,484.8033142,838.7233276,983.6367188,166.1231995,4.993400097,10.45330048,22.27000046,31.56010056,4.579699993,-57002.25982,42165.00391,0,0,0
78,2,597.4500122,679.4666748,973.6633301,164.4208984,4.934999943,8.936699867,22.17670059,31.89100075,2.99090004,-56006.88734,45626.75982,0,0,0
73,2,597.4500122,679.4666748,973.6633301,164.4208984,4.934999943,8.936699867,22.17670059,31.89100075,2.99090004,-55999.12676,45626.70725,0,0,0
52,2,597.4500122,679.4666748,973.6633301,164.4208984,4.934999943,8.936699867,22.17670059,31.89100075,2.99090004,-55981.76402,45615.2509,0,0,0
66,2,597.4500122,679.4666748,973.6633301,164.4208984,4.934999943,8.936699867,22.17670059,31.89100075,2.99090004,-55929.44542,45614.89678,0,0,0
54,2,597.4500122,679.4666748,973.6633301,164.4208984,4.934999943,8.936699867,22.17670059,31.89100075,2.99090004,-55925.09305,45613.7557,0,0,0
57,2,597.4500122,679.4666748,973.6633301,164.4208984,4.934999943,8.936699867,22.17670059,31.89100075,2.99090004,-55925.08553,45614.86729,0,0,0
61,15,518.2299805,762.2067261,905.8499756,157.7073059,4.286200047,8.510000229,21.7133007,31.47839928,2.533200026,-49099.19696,28363.16704,0,0,0
112,7,520.6566772,736.1400146,966.4766846,165.9001007,4.798900127,8.43999958,21.66670036,31.24939919,2.439899921,-48632.45799,37898.41668,0,0,0
122,15,353.4367065,947.2866821,743.2866821,129.9956055,3.080899954,8.606699944,23.47999954,33.56359863,2.821899891,-48386.88476,2123.464281,0,0,0
130,15,404.2333069,901.6367188,738.3900146,129.0886993,3.05369997,8.613300323,23.55669975,33.64179993,2.772399902,-48344.09119,1945.34582,0,0,0
389,2,460.1166992,712.5900269,1233.506714,204.4759064,6.718200207,6.273300171,20.68330002,31.12809944,0.397399992,-48058.9902,76345.74134,0,0,0
120,11,515.6900024,721.9567261,976.9299927,167.7391052,4.846199989,7.456699848,21.44669914,30.92900085,1.466599941,-46258.27822,40571.64922,0,0,0
119,15,508.8800049,700.9367065,972.4033203,167.0283966,4.782000065,6.966700077,21.72330093,31.2451992,1.364400029,-45549.63249,39330.45798,0,0,0
1873,15,399.8933105,929.4533081,705.8466797,122.9601974,2.999200106,9.146699905,23.77000046,33.95330048,3.163599968,-44561.09042,-3700.911291,0,0,0
81,7,488.2567139,678.3499756,1152.52002,194.4898071,5.455699921,6.686699867,21.20669937,30.86289978,1.197199941,-43650.92293,47849.69284,0,0,0
56,7,488.2567139,678.3499756,1152.52002,194.4898071,5.455699921,6.686699867,21.20669937,30.86289978,1.197199941,-43627.94718,47875.36131,0,0,0
69,7,488.2567139,678.3499756,1152.52002,194.4898071,5.455699921,6.686699867,21.20669937,30.86289978,1.197199941,-43596.15942,47852.84984,0,0,0
330,7,568.0667114,594.5067139,1353.246704,227.5984039,8.035400391,5.736700058,20.55999947,29.90189934,0.252600014,-43487.69781,85031.59012,0,0,0
1293,15,357.2966919,917.5032959,676.2700195,131.6517944,1.177099943,5.329999924,23.29999924,30.63680077,1.08010006,-43072.50559,-303050.9806,0,0,0
332,7,455.5632935,679.2766724,1340.47998,225.7042999,8.033399582,5.623300076,21.38669968,30.64990044,0.404799998,-42985.89064,84071.91405,0,0,0
358,7,625.3666992,452.5400085,1352.756714,227.5756989,8.094400406,5.539999962,20.90329933,30.23719978,0.205200002,-42444.94925,83439.97126,0,0,0
331,15,454.4632874,681.8433228,1354.310059,227.9777985,8.101799965,5.78000021,21.18670082,30.46879959,0.477699995,-41997.48771,84035.68682,0,0,0
337,15,441.3933105,709.4099731,1363.609985,229.3123932,8.119799614,5.659999847,20.68330002,30.07329941,0.1998,-41972.31879,84375.69082,0,0,0
341,15,439.25,621.0999756,1346.863281,226.9797058,8.067899704,5.713300228,21.40999985,30.57579994,0.528599977,-41760.67128,83325.31573,0,0,0
115,15,465.3200073,816.3366699,805.4332886,141.0933075,3.606899977,8.266699791,22.89999962,33.01520157,2.45359993,-41591.80141,4176.634483,0,0,0
145,15,463.4132996,815.5133057,801.4567261,140.4550018,3.58010006,8.270000458,22.98999977,33.11000061,2.383699894,-41311.05053,3975.131826,0,0,0
152,15,463.4132996,815.5133057,801.4567261,140.4550018,3.58010006,8.270000458,22.98999977,33.11000061,2.383699894,-41311.02069,3981.134737,0,0,0
328,7,432.2832947,616.9799805,1363.630005,229.1242065,8.18710041,5.683300018,20.51000023,30.0345993,0.146899998,-41253.91564,83291.63647,0,0,0
1752,15,358.2832947,964.3867188,363.0466919,64.290802,1.416900039,9.52670002,23.72999954,33.36800003,3.716700077,-40786.41962,-39071.7265,0,0,0
391,7,570.3267212,574.6699829,1363.466675,229.2700958,8.161800385,5.873300076,20.95000076,30.4041996,0.508899987,-40510.90205,84875.22898,0,0,0
329,7,574.4533081,586.1367188,1361.459961,229.0258026,8.153300285,5.793300152,21.02669907,30.49440002,0.501699984,-40063.24314,85199.82986,0,0,0
340,7,486.1133118,669.3632813,1376.573242,230.9105988,8.190799713,5.670000076,20.71999931,30.31259918,0.207200006,-37891.31562,84584.86317,0,0,0
392,7,529.9232788,625.8267212,1400.876709,234.1246948,8.3458004,5.563300133,19.51670074,29.14830017,-0.268099993,-36592.65696,85823.90719,0,0,0
1870,11,459.0899963,789.2567139,851.2600098,148.8511047,3.644399881,7.50330019,22.4666996,32.55239868,1.875800014,-35956.23052,3692.32471,0,0,0
1847,15,463.3067017,781.0333252,900.5866699,157.5413055,3.733700037,6.993299961,22.05669975,32.14789963,1.471300006,-35085.69833,2299.010171,0,0,0
1871,15,462.480011,784.4533081,889.4000244,155.8990021,3.655400038,7.179999828,22.19000053,32.26369858,1.629299998,-34975.86477,1945.034606,0,0,0
1872,15,462.2000122,776.1333008,908.9332886,158.7238007,3.856100082,6.80670023,21.91329956,31.96689987,1.283300042,-34885.73313,2533.843358,0,0,0
1850,15,478.123291,767.2600098,948.5866699,165.561203,4.061600208,6.666699886,21.60000038,31.55960083,1.033900023,-28838.73885,-812.1298284,0,0,0
1867,7,476.0567017,659.6400146,1087.339966,187.4432068,5.605100155,5.856699944,19.39999962,29.57509995,0.130099997,-24411.36438,5750.327765,0,0,0
123,7,485.1932983,632.9932861,1320.123291,228.6819,7.119900227,5.730000019,17.94000053,27.65279961,-0.272700012,-24246.1889,27252.88898,0,0,0
121,7,485.1932983,632.9932861,1320.123291,228.6819,7.119900227,5.730000019,17.94000053,27.65279961,-0.272700012,-24245.92738,27252.66589,0,0,0
1861,7,479.8633118,663.3032837,1092.886719,188.4255981,5.744400024,5.940000057,19.28000069,29.48590088,0.120399997,-23997.1071,5687.979011,0,0,0
155,7,481.9200134,637.1699829,1320.73999,228.7216034,7.083600044,5.94329977,18.15670013,27.78359985,-0.083099999,-23768.60736,28008.75964,0,0,0
1379,15,337.0232849,1007.843323,501.1532898,99.40309906,1.081200004,9.220000267,20.90670013,23.55520058,6.002699852,-21759.82333,-391995.5795,0,0,0
1854,7,436.3900146,658.9332886,1082.946655,186.4156036,5.989900112,4.863299847,19.0333004,29.1595993,-0.842800021,-19409.99889,4662.154695,0,0,0
1860,7,430.8500061,665.6300049,1081.560059,186.4075928,5.930900097,5.039999962,19.7866993,29.86510086,-0.601999998,-19080.81162,5675.231729,0,0,0
1866,7,435.8200073,666.1699829,1080.166748,186.2084045,6.008900166,5.173299789,20.38330078,30.49200058,-0.446399987,-18957.96584,6137.403417,0,0,0
70,15,461.083313,695.5300293,1213.47998,197.0792999,9.187600136,6.210000038,19.48670006,28.5394001,0.419800013,-18842.20227,53806.5067,0,0,0
1859,15,434.146698,647.7966919,1084.849976,186.5213928,6.1729002,4.849999905,19.10000038,29.17110062,-0.834800005,-18376.5733,5178.952676,0,0,0
1394,5,381.4599915,942.7067261,394.980011,77.46420288,0.862699986,10.06330013,19.84670067,21.50970078,7.204999924,-18353.52544,-450827.35,0,0,0
931,1,394.0067139,366.7900085,835.7667236,135.0243073,10.87240028,-2.843300104,14.71329975,25.07559967,-8.914899826,-17530.16328,157613.1557,0,0,0
1390,2,296.6900024,985.9299927,408.0166931,80.11710358,0.833899975,9.7166996,20.04000092,21.58040047,6.838099957,-13186.23358,-444973.4982,0,0,0
737,5,393.2767029,885.8466797,747.3200073,132.9631958,3.381400108,8.316699982,22.98999977,33.15110016,2.439399958,-10531.50634,-49747.66715,0,0,0
1393,2,343.0899963,840.9533081,571.0167236,115.7830963,1.01730001,9.286700249,18.08329964,20.07679939,7.507800102,-8335.376274,-451094.3866,0,0,0
1392,2,298.4767151,944.5167236,433.4332886,85.45410156,0.985599995,9.493300438,19.92329979,21.25729942,6.675000191,-8321.142943,-446017.4912,0,0,0
1399,8,271.916687,961.7399902,437.9100037,86.81159973,0.875100017,9.653300285,19.73670006,21.30400085,6.920599937,-7812.474112,-454407.6798,0,0,0
1401,8,322.2467041,912.289978,451.5,89.15190125,1.022400022,9.403300285,19.72999954,21.20859909,6.692599773,-7519.458014,-446468.0062,0,0,0
1400,8,306.166687,920.9666748,468.7333069,92.99330139,1.022699952,9.386699677,19.5366993,21.20929909,6.836900234,-7471.198881,-446971.4107,0,0,0
579,15,398.1966858,1008.710022,697.4367065,143.8368988,0.999800026,11.06000042,22.37000084,27.55240059,8.251899719,-6974.014698,-387247.7896,0,0,0
1395,15,295.7732849,920.6032715,489.0367126,97.33319855,1.020900011,9.343299866,19.22330093,21.03569984,6.992599964,-6596.5281,-447730.0369,0,0,0
1386,15,345.2232971,1004.570007,611.6300049,122.2048035,0.963,9.786700249,24.84329987,30.61790085,6.488599777,-6497.908458,-384986.2911,0,0,0
1398,8,307.1567078,944.7733154,391.5799866,78.23210144,0.792999983,10.14000034,20.0366993,21.61129951,7.283800125,-5619.67719,-454962.8148,0,0,0
1396,8,323.8467102,889.6367188,483.5499878,96.2440033,1.019400001,9.286700249,19.45999908,21.34609985,6.780399799,-5314.249726,-449059.3966,0,0,0
1397,8,313.7467041,926.5032959,410.7099915,81.93039703,0.847299993,9.823300362,19.87000084,21.49099922,6.941999912,-4603.080942,-454805.5788,0,0,0
750,15,344.3167114,868.5100098,711.4799805,126.7298965,2.978100061,8.476699829,22.12669945,31.49110031,2.364000082,-516.6197952,-45656.72215,0,0,0
738,15,545.5567017,784.7299805,602.4567261,105.2242966,3.200000048,9.066699982,23.27000046,33.49679947,2.800699949,-291.5961506,-64817.08482,0,0,0
1391,2,278.3067017,984.166687,384.7666931,77.5983963,0.921800017,10.27999973,20.24670029,21.83670044,7.283699989,301.8528413,-449770.3286,0,0,0
748,15,448.8167114,829.5800171,844.8933105,152.9631042,3.516200066,7.346700191,22.5,32.37639999,1.528900027,3434.253188,-57390.62535,0,0,0
753,15,441.519989,774.1799927,897.2366943,162.1049042,3.872800112,7.103300095,21.77669907,31.19689941,1.191699982,6528.592386,-51708.25891,0,0,0
780,15,438.6433105,781.1132813,908.4266968,164.3504028,3.806299925,6.946700096,21.67329979,31.2845993,1.147199988,6961.612568,-52574.99772,0,0,0
751,15,442,759.5333252,926.1166992,167.5565948,3.995399952,6.623300076,21.33670044,31.09700012,0.907700002,7060.207095,-51260.943,0,0,0
752,8,384.0100098,781.7633057,762.7033081,136.087204,3.653300047,8.803299904,22.35330009,31.93989944,2.487099886,10010.39267,-40321.4469,0,0,0
746,15,399.2567139,810.1367188,810.1633301,144.9302063,4.004799843,8.75,22.66329956,32.77270126,2.341300011,13935.80917,-38959.59155,0,0,0
755,5,390.7399902,863.4533081,844.0167236,151.7879944,4.13079977,8.586700439,22.65329933,32.92910004,2.200400114,16805.81104,-38098.32794,0,0,0
1883,15,350.4667053,716.6467285,937.8132935,149.4595947,8.738300323,4.853300095,18.3932991,27.88699913,-1.39470005,18594.56938,-6889.951302,0,0,0
1408,15,379.2600098,1013.090027,621.0700073,126.2149963,0.640600026,8.390000343,25.9633007,33.4510994,4.71420002,18918.91082,-385998.0876,0,0,0
739,15,430.3633118,816.6199951,868.2866821,157.1302948,4.175600052,8.5333004,23.15670013,33.65269852,2.16170001,19016.33101,-37960.18691,0,0,0
1388,15,366.6832886,1067.246704,622.3499756,126.8295975,0.639900029,8.323300362,26.02669907,33.52560043,4.584599972,19358.12592,-385464.3921,0,0,0
1385,8,362.9500122,1058.626709,621.9000244,126.6785965,0.64230001,8.316699982,26.05669975,33.57239914,4.549600124,19495.66309,-385428.5695,0,0,0
740,15,482.5299988,766.9066772,882.2000122,160.1596069,4.255599976,8.529999733,23.09670067,33.65269852,2.199399948,19553.01536,-37703.26444,0,0,0
1387,5,400.1932983,945.3833008,450.0967102,88.86190033,1.134899974,9.869999886,20.64669991,22.80120087,6.022999763,20294.20018,-399761.8468,0,0,0
760,7,421.1400146,584.8233032,1089.089966,193.4958038,6.288300037,5.093299866,16.12669945,24.57110023,-1.037899971,24064.64012,-41482.26227,0,0,0
646,15,423.876709,915.5632935,693.4000244,126.2711029,3.481300116,8.020000458,23.79000092,34.81269836,1.819800019,24206.53232,-72319.00472,0,0,0
761,15,309.0433044,721.1533203,990.8366699,174.0019073,4.969600201,4.900000095,19.12330055,28.82040024,-1.095999956,25183.11416,-32518.922,0,0,0
774,15,309.0433044,721.1533203,990.8366699,174.0019073,4.969600201,4.900000095,19.12330055,28.82040024,-1.095999956,25183.18125,-32541.1552,0,0,0
773,15,309.0433044,721.1533203,990.8366699,174.0019073,4.969600201,4.900000095,19.12330055,28.82040024,-1.095999956,25272.27923,-32518.31895,0,0,0
741,7,515.4799805,641.0767212,994.5333252,184.9420929,4.789800167,5.023300171,19.4666996,28.79730034,-0.523599982,28436.1263,-52107.13309,0,0,0
756,7,517.7932739,644.8867188,999.3366699,185.6622009,4.864900112,5.21999979,19.37330055,28.59560013,-0.344999999,28798.78126,-52372.69015,0,0,0
777,7,380.3699951,784.039978,996.0800171,186.0160065,4.634799957,5.236700058,19.34000015,28.55520058,-0.377400011,30300.88566,-52967.67903,0,0,0
763,7,462.2832947,699.0599976,986.3099976,184.1750031,4.663599968,5.19329977,19.31999969,28.52389908,-0.489899993,30785.20997,-52699.11292,0,0,0
764,7,442.6600037,715,999.5733032,186.4667969,4.787899971,5.263299942,19.3567009,28.5170002,-0.432900012,30955.94071,-53532.22597,0,0,0
770,5,234.8600006,610.7067261,994.6066895,176.2332001,5.671800137,3.966700077,17.41329956,26.76799965,-2.079400063,31083.3835,-33254.96865,0,0,0
745,15,529.2766724,432.0632935,980.1333008,171.0158997,6.250199795,4.69329977,18.45999908,28.29630089,-1.605599999,31431.23087,-32119.75929,0,0,0
653,15,542.2833252,791.6032715,906.2932739,162.7731934,5.076099873,7.866700172,21.79669952,31.69280052,1.683300018,33967.4995,-70025.18891,0,0,0
654,15,456.3033142,845.0067139,940.1967163,169.9685974,5.470699787,7.49669981,21.09670067,31.01399994,1.425699949,35896.32772,-73013.01115,0,0,0
656,15,484.519989,816.7233276,936.9266968,169.7167969,5.542900085,7.373300076,21.10330009,31.01309967,1.352300048,36337.06703,-74092.73221,0,0,0
1402,15,398.2999878,1027.456665,698.5466919,151.6972046,1.266299963,10.60669994,21.62669945,25.8586998,7.406300068,37530.96722,-395656.0828,0,0,0
1406,15,398.2999878,1027.456665,698.5466919,151.6972046,1.266299963,10.60669994,21.62669945,25.8586998,7.406300068,37530.98252,-395659.634,0,0,0
648,7,715.6799927,546.8833008,962.1566772,176.0923004,5.949999809,7.416699886,21.29330063,31.17810059,1.50759995,38178.6739,-77943.02025,0,0,0
649,15,513.8833008,805.6032715,996.6699829,183.3099976,6.368700027,7.953299999,20.59670067,30.48889923,2.02760005,40723.12052,-80494.46768,0,0,0
1403,15,324.9732971,1071.063354,553.6599731,117.4105988,1.060700059,10.14000034,21.26670074,23.96319962,6.866799831,40910.67827,-398109.1725,0,0,0
1377,15,407.0332947,955.0167236,474.5867004,97.27580261,0.99059999,9.699999809,21.12999916,23.26009941,6.085199833,47886.53068,-401324.0117,0,0,0
647,15,421.8800049,935.4699707,720.3967285,127.865799,3.941099882,8.149999619,23.29000092,33.41579819,2.013999939,49913.50831,-94071.05666,0,0,0
775,15,374.7900085,653.6367188,1214.383301,214.0112,8.734800339,2.97329998,16.01329994,24.99729919,-2.716300011,52748.75401,-76494.53456,0,0,0
776,15,317.2167053,688.3032837,1174.91333,206.4477997,8.538399696,2.836699963,15.56999969,24.48859978,-2.884399891,53858.12088,-76863.22036,0,0,0
1900,15,353.8699951,1015.496704,676.3032837,140.030899,1.332900047,8.406700134,24.90329933,32.06129837,3.8118999,66472.83651,-389160.6344,0,0,0
1892,5,383.3866882,986.789978,403.769989,81.10800171,0.780099988,10.48999977,21.33329964,23.27140045,6.881400108,70437.27764,-416595.0917,0,0,0
1884,8,323.9866943,1088.126709,470.9466858,96.22769928,0.819100022,9.623299599,22.96999931,26.35160065,6.212100029,71178.36694,-413303.5779,0,0,0
1901,8,296.9732971,893.5999756,616.1433105,128.1257019,1.021000028,5,21.92670059,29.83539963,0.319400012,76710.50334,-383665.2805,0,0,0
1831,15,559.5800171,854.123291,838.4633179,141.1165924,6.380400181,10.23999977,21.81329918,32.25899887,4.468200207,88122.35133,-153503.9759,0,0,0
645,8,326.5166931,1028.27002,543.6633301,111.745697,1.209900022,8.863300323,22.73999977,31.16629982,3.595700026,99447.87616,-392291.848,0,0,0
475,15,240.7933044,1046.430054,322.6932983,59.11429977,1.482300043,7.063300133,21.20669937,31.17959976,1.603600025,99768.69228,-348935.6125,0,0,0
480,15,223.8766937,1039.226685,319.5067139,58.51679993,1.48210001,6.686699867,21.20999908,31.07640076,1.285300016,100826.3143,-348911.8191,0,0,0
1899,5,372.9367065,1029.410034,387.269989,79.61789703,0.638700008,10.14000034,23.3567009,27.52529907,6.332699776,101428.1304,-424190.1586,0,0,0
626,11,390.4732971,1054.036743,428.0067139,88.35720062,0.630699992,12.81000042,24.94000053,31.25589943,9.703000069,101432.975,-429373.699,0,0,0
620,8,358.0799866,1079.180054,494.5867004,101.1176987,1.073899984,11.16329956,24.49329948,31.95759964,7.61590004,102448.2883,-406766.0555,0,0,0
577,8,335.7933044,1148.536743,492.1333008,102.1173019,1.420400023,13.02670002,24.0366993,29.20870018,10.22840023,103483.5513,-439010.5473,0,0,0
608,15,335.5667114,1155.160034,488.2832947,101.3930969,1.426200032,13.07670021,24.12999916,29.40859985,10.30080032,103499.1539,-439393.0959,0,0,0
578,5,353.8399963,1099.033325,375.9500122,78.70030212,0.939199984,12.25,22.03000069,24.39439964,9.476599693,104340.7765,-441219.0943,0,0,0
627,2,350.5232849,1109.753296,527.4467163,108.821701,1.397799969,12.82670021,23.93670082,29.31189919,9.857700348,104945.3069,-436033.2834,0,0,0
1837,8,476.5332947,890.7532959,754.7399902,124.0422974,6.411200047,9.199999809,22.80999947,32.95920181,2.494899988,105881.7285,-166103.5204,0,0,0
1843,15,468.396698,881.9099731,744.2432861,122.2298965,6.310599804,9.619999886,23.26329994,33.31370163,2.930999994,107298.3109,-166085.712,0,0,0
1833,15,465.0032959,869.9932861,762.5432739,124.7208023,6.642199993,9.403300285,23.14669991,33.22060013,2.56520009,108366.9068,-166134.3628,0,0,0
1845,15,456.7333069,667.5632935,968.9266968,162.5386047,9.361100197,4.630000114,17.81669998,27.90270042,-1.853600025,108374.3594,-162799.9014,0,0,0
1841,15,465.0032959,869.9932861,762.5432739,124.7208023,6.642199993,9.403300285,23.14669991,33.22060013,2.56520009,108466.1754,-166133.0935,0,0,0
1832,15,517.9099731,763.3300171,921.9467163,155.8406067,7.520199776,7.019999981,19.87669945,29.99010086,0.728799999,110781.1565,-184391.475,0,0,0
622,8,322.4533081,1121.906738,456.2966919,94.29940033,1.198199987,11.8032999,25.00329971,31.79990005,8.338600159,110787.5655,-430366.3084,0,0,0
625,15,360.4866943,1082.08667,458.2867126,95.20010376,1.304800034,11.77000046,24.80330086,30.09469986,8.116399765,118649.7216,-434047.5508,0,0,0
606,8,308.5932922,1152.420044,436.1900024,89.10710144,1.204200029,10.78670025,25.97330093,33.12360001,6.832900047,123013.4633,-423502.3618,0,0,0
478,5,318.2600098,1113.236694,409.9767151,68.44860077,3.174000025,9.586700439,25.05999947,35.31990051,2.379800081,125388.3177,-273409.1167,0,0,0
633,15,339.8900146,1076.65332,406.6900024,84.89179993,1.281200051,13.0333004,21.34000015,23.36829948,9.879099846,132976.3112,-439865.7514,0,0,0
632,5,348.5499878,1079.703247,481.7132874,101.1246033,1.326400042,12.85669994,22.67329979,25.86879921,9.867799759,133874.6521,-438831.3928,0,0,0
609,5,351.3432922,1072.18335,444.5032959,91.17220306,1.301900029,11.3032999,25.81999969,32.5196991,7.368800163,135792.2966,-428072.0159,0,0,0
641,2,353.2467041,1063.123291,412.25,82.87419891,1.695899963,13.09000015,22.42670059,26.54000092,10.57409954,151059.5506,-471594.8778,0,0,0
474,15,143.4532928,1015.116699,242.3332977,43.28509903,8.826000214,4.513299942,18.54999924,28.98530006,-2.959199905,152449.2798,-135853.0067,0,0,0
618,8,299.5232849,1064.76001,334.9732971,68.11779785,0.68690002,12.65999985,20.85330009,24.04190063,9.767000198,154483.3602,-518328.9659,0,0,0
617,8,291.9566956,1062.196655,326.4233093,66.86039734,0.591199994,12.6267004,20.77330017,23.47979927,9.464900017,154719.91,-518109.7726,0,0,0
604,8,289.8399963,994.1599731,332.6632996,67.73470306,0.624199986,12.61330032,20.87669945,23.87439919,9.721400261,154746.6616,-519211.1632,0,0,0
631,5,288.5166931,1140.300049,364.5100098,75.20010376,1.060199976,13.51669979,23.54000092,26.89999962,9.39220047,156757.7858,-439516.5046,0,0,0
642,15,339.3699951,1077.006714,450.8266907,89.95189667,1.48269999,12.25669956,25.34670067,30.19420052,8.055299759,158340.2011,-430210.9298,0,0,0
572,5,282.1099854,1142.133301,349.5067139,72.0141983,1.315799952,13.42669964,23.35000038,26.83769989,9.215299606,165054.1257,-451922.4906,0,0,0
623,7,220.6667023,1134.453247,282.1133118,53.89030075,1.916599989,7.606699944,23.70000076,32.78630066,1.902400017,167142.6703,-395807.9432,0,0,0
580,15,395.1799927,925.5200195,745.2166748,146.1053925,3.046299934,10.06999969,21.01670074,29.35479927,4.318399906,170837.4238,-415004.384,0,0,0
624,3,218.3466949,1114.59668,237.7700043,44.84909821,1.762799978,8.063300133,23.0333004,32.15930176,1.807199955,171679.076,-391888.0758,0,0,0
576,8,446.0100098,1031.93335,638.2467041,123.5038986,4.219799995,11.40330029,24.24329948,30.47369957,7.005099773,182119.5429,-424578.4997,0,0,0
573,8,446.0100098,1031.93335,638.2467041,123.5038986,4.219799995,11.40330029,24.24329948,30.47369957,7.005099773,182127.6025,-424522.8477,0,0,0
615,8,411.646698,1065.996704,631.2332764,122.4716034,3.857599974,11.31999969,24.20669937,30.45590019,6.980400085,184590.3295,-424573.2559,0,0,0
954,5,286.8666992,1128.213257,286.2799988,55.02209854,1.036200047,12.18330002,21.91329956,24.29599953,7.933400154,202528.6101,-492132.6365,0,0,0
