"","fvegHW90mask","bird90","mammal90","reptile90","aet_90m","cwd_90m","ppt_90m","pptdjf_90m","pptjja_90m","tmn_90m","tmx_90m","tmxjja_90m","tmndjf_90m","longitude","latitude"
"13180",3,100,48,33,200.5,1120.16674804688,238.983306884766,28.94580078125,17.5965995788574,9.08670043945312,21.426700592041,31.6879005432129,1.1143000125885,411227.167908,-319469.25751
"13181",2,178,51,20,336.600006103516,1001.83666992188,533.530029296875,99.8102035522461,1.31239998340607,7.03999996185303,23.8199996948242,28.1016998291016,3.24710011482239,-40202.8063554,-319845.488806
"13182",3,103,34,27,126.753303527832,1335.88000488281,137.856704711914,26.8376007080078,2.09179997444153,9.12670040130615,25.6466999053955,36.0032997131348,0.466199994087219,188030.981786,-319586.716462
"13183",11,137,37,17,147.880004882812,1330.06665039062,148.910003662109,24.2238006591797,0.813099980354309,11.1533002853394,25.6399993896484,35.6057014465332,3.80769991874695,62264.3626314,-319759.690212
"13184",3,79,33,29,122.203300476074,1456.77331542969,127.313301086426,22.1928997039795,4.62039995193481,10.9099998474121,25.3999996185303,36.0741004943848,3.125,255790.147615,-319539.981831
"13185",2,118,52,23,272.583312988281,1030.82995605469,298.186706542969,54.7633018493652,3.93589997291565,6.14330005645752,20.0466995239258,29.3698997497559,0.144299998879433,146493.573769,-320260.224724
"13186",3,107,34,26,164.716705322266,1307.24670410156,174.036697387695,34.1912002563477,2.24909996986389,9.90999984741211,24.4200000762939,34.7276992797852,1.84479999542236,169997.904019,-320076.979004
"13187",3,77,35,29,155.130004882812,1376.07995605469,161.006698608398,26.0860004425049,7.13539981842041,11.1033000946045,23.2733001708984,34.0376014709473,3.54690003395081,276764.062705,-319995.616387
"13188",3,82,35,30,197.913299560547,1187.443359375,208.25,25.5762996673584,16.2113990783691,10.0666999816895,23.1100006103516,33.809398651123,1.98430001735687,433923.027485,-320055.507142
"13189",3,97,34,26,114.343299865723,1363.27331542969,121.743301391602,23.5160999298096,1.9407000541687,8.92000007629395,25.3799991607666,35.9121017456055,0.744799971580505,203986.495985,-320111.015875
"13190",2,150,50,24,364.093292236328,1078.95666503906,429.506713867188,68.8893966674805,3.6981999874115,9.72669982910156,21.2900009155273,31.3402996063232,3.08660006523132,115104.722231,-320113.094239
"13191",3,77,35,29,125.716697692871,1462.96997070312,129.036697387695,21.2278003692627,5.28800010681152,11.2166996002197,25.9867000579834,36.7990989685059,3.18619990348816,282276.943464,-320035.575155
"13192",11,136,38,16,148.539993286133,1353.05004882812,146.776702880859,23.1373996734619,0.4408999979496,11.2566995620728,26.0100002288818,35.9606018066406,3.90610003471375,90050.4532187,-320259.951243
"13193",11,130,51,23,315.703308105469,1051.56005859375,336.566711425781,57.2799987792969,3.89490008354187,7.73330020904541,19.9466991424561,29.5242004394531,1.53100001811981,129113.216438,-320351.885705
