"","fvegHW90mask","aetnov_90m","cwdnov_90m","pptnov_90m","pptdjf_90m","pptjja_90m","tmnnov_90m","tmxnov_90m","tmxjja_90m","tmndjf_90m","longitude","latitude"
"74",15,33.6096992492676,4.95270013809204,110.80069732666,169.436294555664,2.63220000267029,5.75029993057251,18.5536994934082,27.7320003509521,4.01999998092651,-231239.015365267,51217.9817742254
"75",7,38.0870018005371,2.66370010375977,178.711700439453,285.076690673828,3.57879996299744,6.28229999542236,17.2143001556396,27.363899230957,4.4109001159668,-261895.088144954,62498.3253499726
"76",15,38.2966995239258,13.3477001190186,77.2703018188477,124.720802307129,6.64219999313354,5.33129978179932,17.6763000488281,33.2206001281738,2.56520009040833,108366.90683148,-166134.362833301
"77",15,38.2966995239258,13.3477001190186,77.2703018188477,124.720802307129,6.64219999313354,5.33129978179932,17.6763000488281,33.2206001281738,2.56520009040833,108366.90683148,-166134.362833301
"78",15,38.2966995239258,13.3477001190186,77.2703018188477,124.720802307129,6.64219999313354,5.33129978179932,17.6763000488281,33.2206001281738,2.56520009040833,108366.90683148,-166134.362833301
"79",15,38.2966995239258,13.3477001190186,77.2703018188477,124.720802307129,6.64219999313354,5.33129978179932,17.6763000488281,33.2206001281738,2.56520009040833,108366.90683148,-166134.362833301
"80",8,39.8717002868652,16.9640007019043,76.274299621582,124.042297363281,6.41120004653931,5.30730009078979,17.4029998779297,32.9592018127441,2.49489998817444,105881.728532274,-166103.5204228
"81",8,39.8717002868652,16.9640007019043,76.274299621582,124.042297363281,6.41120004653931,5.30730009078979,17.4029998779297,32.9592018127441,2.49489998817444,105881.728532274,-166103.5204228
"82",8,39.8717002868652,16.9640007019043,76.274299621582,124.042297363281,6.41120004653931,5.30730009078979,17.4029998779297,32.9592018127441,2.49489998817444,105881.728532274,-166103.5204228
"83",8,39.8717002868652,16.9640007019043,76.274299621582,124.042297363281,6.41120004653931,5.30730009078979,17.4029998779297,32.9592018127441,2.49489998817444,105881.728532274,-166103.5204228
"84",15,35.4280014038086,6.11670017242432,98.1940002441406,157.541305541992,3.73370003700256,3.53800010681152,16.6229991912842,32.1478996276855,1.47130000591278,-35085.6983264251,2299.01017116709
"85",15,35.4280014038086,6.11670017242432,98.1940002441406,157.541305541992,3.73370003700256,3.53800010681152,16.6229991912842,32.1478996276855,1.47130000591278,-35085.6983264251,2299.01017116709
"86",8,32.6537017822266,36.3162994384766,38.5452995300293,96.2276992797852,0.819100022315979,7.92500019073486,21.3817005157471,26.3516006469727,6.2121000289917,71178.3669394994,-413303.577916132
"87",5,30.5867004394531,36.0367012023926,34.6829986572266,81.1080017089844,0.780099987983704,8.67070007324219,21.3936996459961,23.2714004516602,6.8814001083374,70437.2776386566,-416595.091748526
"88",5,30.5867004394531,36.0367012023926,34.6829986572266,81.1080017089844,0.780099987983704,8.67070007324219,21.3936996459961,23.2714004516602,6.8814001083374,70437.2776386566,-416595.091748526
"89",15,25.8047008514404,6.19999980926514,70.8042984008789,118.42130279541,2.48090004920959,4.44329977035522,17.7187004089355,32.9253997802734,2.41939997673035,-201375.535701947,102327.815767923
"90",2,30.047700881958,7.90129995346069,74.8462982177734,121.487602233887,2.4818000793457,5.70599985122681,16.6676998138428,32.2186012268066,3.57870006561279,-194488.854841787,92722.5480787111
"91",2,30.047700881958,7.90129995346069,74.8462982177734,121.487602233887,2.4818000793457,5.70599985122681,16.6676998138428,32.2186012268066,3.57870006561279,-194488.854841787,92722.5480787111
"92",2,30.047700881958,7.90129995346069,74.8462982177734,121.487602233887,2.4818000793457,5.70599985122681,16.6676998138428,32.2186012268066,3.57870006561279,-194488.854841787,92722.5480787111
"93",2,30.047700881958,7.90129995346069,74.8462982177734,121.487602233887,2.4818000793457,5.70599985122681,16.6676998138428,32.2186012268066,3.57870006561279,-194488.854841787,92722.5480787111
"94",2,30.047700881958,7.90129995346069,74.8462982177734,121.487602233887,2.4818000793457,5.70599985122681,16.6676998138428,32.2186012268066,3.57870006561279,-194488.854841787,92722.5480787111
