"","fvegHW90mask","aetjan_90m","cwdjan_90m","pptjan_90m","pptdjf_90m","pptjja_90m","tmnjan_90m","tmxjan_90m","tmxjja_90m","tmndjf_90m","longitude","latitude"
"124",15,14.6309995651245,0,304.853698730469,328.690185546875,19.7285995483398,1.26699995994568,10.3477001190186,32.0732002258301,1.44340002536774,-188187.29874761,326317.944803561
"125",15,14.6309995651245,0,304.853698730469,328.690185546875,19.7285995483398,1.26699995994568,10.3477001190186,32.0732002258301,1.44340002536774,-188187.29874761,326317.944803561
"126",15,16.0937004089355,0,300.193298339844,322.023101806641,17.4932994842529,1.50699996948242,11.1192998886108,32.9030990600586,1.69439995288849,-189323.508990561,327381.819095742
"127",7,17.6882991790771,0,293.126312255859,309.893798828125,15.487099647522,1.99399995803833,11.9433002471924,33.2537994384766,2.07480001449585,-189961.075792221,319383.658933136
"128",15,15.8807001113892,0,299.855010986328,322.878692626953,17.6763000488281,1.34500002861023,10.8520002365112,32.779598236084,1.58790004253387,-189802.151647903,327312.129892369
"129",15,25.4659996032715,0,169.002304077148,169.436294555664,2.63220000267029,3.68899989128113,14.0410003662109,27.7320003509521,4.01999998092651,-231239.015365267,51217.9817742254
"130",2,25.5956993103027,0.0533000007271767,172.563003540039,166.479705810547,2.83229994773865,4.03770017623901,13.9099998474121,18.8733997344971,4.27810001373291,-267195.776449248,36186.8654404581
"131",2,25.5956993103027,0.0533000007271767,172.563003540039,166.479705810547,2.83229994773865,4.03770017623901,13.9099998474121,18.8733997344971,4.27810001373291,-267195.776449248,36186.8654404581
"132",15,26.6287002563477,0,203.722305297852,202.842407226562,3.02369999885559,4.47200012207031,13.2426996231079,30.7992992401123,4.66400003433228,-221853.209574505,39284.3713840549
"133",15,26.6287002563477,0,203.722305297852,202.842407226562,3.02369999885559,4.47200012207031,13.2426996231079,30.7992992401123,4.66400003433228,-221853.209574505,39284.3713840549
"134",15,26.6287002563477,0,203.722305297852,202.842407226562,3.02369999885559,4.47200012207031,13.2426996231079,30.7992992401123,4.66400003433228,-221853.209574505,39284.3713840549
"135",15,26.6287002563477,0,203.722305297852,202.842407226562,3.02369999885559,4.47200012207031,13.2426996231079,30.7992992401123,4.66400003433228,-221853.209574505,39284.3713840549
"136",7,11.1339998245239,0,142.292694091797,145.022705078125,9.77490043640137,0.0399999991059303,8.62370014190674,31.9141998291016,0.058899998664856,-237129.570269819,306808.918498243
